time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20160117:1900,10.59,73.55,0,0,0,297.2,1.31,333,100604
20160117:2000,10.92,68.4,0,0,0,295.6,0.62,3,100614
20160117:2100,10.74,68.6,0,0,0,296.8,0.62,75,100643
20160117:2200,10.52,69.25,0,0,0,297.6,0.41,49,100624
20160117:2300,9.17,75.75,0,0,0,307,1.1,61,100633
20160118:0000,9.88,70.5,0,0,0,304.4,0.76,53,100594
20160118:0100,9.32,72.55,0,0,0,316.65,0.83,26,100545
20160118:0200,8.58,75.65,0,0,0,304,0.83,43,100535
20160118:0300,8.71,74.05,0,0,0,306,0.69,62,100506
20160118:0400,8.48,74.55,0,0,0,298.6,0.62,54,100496
20160118:0500,8.24,74.9,0,0,0,286.2,0.48,81,100476
20160118:0600,7.49,77.15,0,0,0,273.2,0.97,75,100476
20160118:0700,7.87,73.65,0,0,0,276,0.83,65,100506
20160118:0800,7.68,74,56,236.39,33,279.2,0.9,53,100535
20160118:0900,8.41,74.55,179,247.44,114,280.8,0.55,78,100614
20160118:1000,10.57,68.95,310,358.81,168,284.4,0.48,101,100624
20160118:1100,12.49,61.65,482,771.43,106,283.4,0.07,349,100594
20160118:1200,13.8,58.05,528,762.13,123,290.8,0.76,299,100476
20160118:1300,14.65,58.05,531,821.33,100,301,1.45,293,100378
20160118:1400,14.95,60.55,345,265,221,310.6,1.93,285,100299
20160118:1500,15.21,62.25,269,296.09,161,320.6,2.48,280,100270
20160118:1600,14.75,65.25,146,233.92,94,340.2,2.21,259,100250
20160118:1700,13.91,70.75,18,79.6,14,330.2,2,241,100260
20160118:1800,12.46,78.9,0,0,0,309.6,2.34,231,100270
20160118:1900,12.26,83.4,0,0,0,326.4,2.34,224,100309
20160118:2000,11.89,88.55,0,0,0,332.6,2.28,222,100309
20160118:2100,11.54,93.2,0,0,0,331.6,2,221,100309
20160118:2200,10.94,96.1,0,0,0,319.4,1.79,225,100299
20160118:2300,10.25,97.75,0,0,0,307.4,1.52,234,100290
20160119:0000,9.66,98.5,0,0,0,306.2,1.1,240,100280
20160119:0100,9.49,99.25,0,0,0,295.2,0.9,233,100250
20160119:0200,8.95,99.55,0,0,0,301,0.76,208,100240
20160119:0300,7.89,99.75,0,0,0,314.8,0.9,165,100221
20160119:0400,7.43,99.8,0,0,0,318.6,0.97,150,100211
20160119:0500,7.08,99.75,0,0,0,314.4,1.1,149,100191
20160119:0600,7.02,99.55,0,0,0,316.2,1.17,144,100172
20160119:0700,6.74,99.5,0,0,0,312.2,1.03,152,100221
20160119:0800,6.6,99.35,63,333.97,30,309.8,0.83,151,100260
20160119:0900,7.77,95.65,228,582.07,74,306,0.48,129,100309
20160119:1000,8.9,91.05,317,376.88,167,324.2,0.21,100,100329
20160119:1100,10.19,83.15,502,867.3,77,315.8,0.21,77,100358
20160119:1200,11.53,73.85,382,224.57,262,306.6,0.14,30,100260
20160119:1300,12.27,67.65,348,159.1,264,310,0.07,278,100191
20160119:1400,12.73,63.7,57,0,57,310,0.76,276,100113
20160119:1500,12.96,62.1,196,73.32,169,314.2,1.38,285,100113
20160119:1600,12.73,62.8,123,110.74,98,313.4,1.17,295,100093
20160119:1700,12.23,65.7,10,0,10,311.6,0.69,309,100083
20160119:1800,11.73,67.7,0,0,0,307,0.07,125,100093
20160119:1900,9.83,79.1,0,0,0,302,1.38,129,100083
20160119:2000,8.73,83.9,0,0,0,292,1.66,138,100113
20160119:2100,8.07,86.95,0,0,0,297.2,1.59,136,100083
20160119:2200,8.07,86.55,0,0,0,311.4,1.66,127,100044
20160119:2300,8.04,86.6,0,0,0,317.2,1.45,120,100024
20160120:0000,8.13,86.25,0,0,0,321.8,1.17,119,100014
20160120:0100,8.33,84.35,0,0,0,327.25,1.66,134,100005
20160120:0200,8.61,87.1,0,0,0,336,2,129,99926
20160120:0300,8.78,88.3,0,0,0,338,2.14,131,99897
20160120:0400,9.09,89.4,0,0,0,343,1.93,141,99808
20160120:0500,9.78,90.35,0,0,0,349.8,2.21,170,99759
20160120:0600,10.97,93.5,0,0,0,362.6,2.97,199,99779
20160120:0700,11.32,93.85,0,0,0,361.6,2.28,212,99818
20160120:0800,11.52,95.55,48,109.53,37,365.6,2,235,99887
20160120:0900,11.91,96.4,155,127.55,121,360.6,1.93,254,99975
20160120:1000,12.19,95.25,200,49.95,180,358,2.14,276,100123
20160120:1100,12.83,90.25,359,247.6,237,347,2.14,294,100221
20160120:1200,13.91,78.9,546,826.23,102,326.4,2.41,297,100162
20160120:1300,14.44,71.3,471,512,199,326.6,2.07,292,100073
20160120:1400,15.02,65.3,446,652.96,136,329.8,1.93,289,99975
20160120:1500,15.26,62.1,318,505.7,130,328.4,1.86,290,99995
20160120:1600,15.11,62.05,180,453.59,76,326.4,1.31,286,100044
20160120:1700,14.71,65.4,31,298.13,14,336.8,0.69,228,100083
20160120:1800,13.42,71.8,0,0,0,322.2,1.45,196,100113
20160120:1900,12.76,80.35,0,0,0,331.2,1.72,205,100162
20160120:2000,11.85,85.8,0,0,0,318,1.93,209,100221
20160120:2100,11.11,90.2,0,0,0,311,2.07,211,100270
20160120:2200,10.69,92.9,0,0,0,314.8,2,203,100280
20160120:2300,10.46,94.4,0,0,0,320,1.93,192,100329
20160121:0000,10.14,95.35,0,0,0,314,1.93,186,100319
20160121:0100,9.78,95.9,0,0,0,309.8,1.86,186,100280
20160121:0200,9.24,96.4,0,0,0,302,1.72,184,100299
20160121:0300,8.93,96.65,0,0,0,304.8,1.66,178,100319
20160121:0400,8.96,96.7,0,0,0,317.8,1.59,157,100319
20160121:0500,9.16,96.6,0,0,0,328.8,1.59,142,100319
20160121:0600,9.84,96,0,0,0,348.8,1.52,130,100329
20160121:0700,10.68,95.95,0,0,0,356.4,1.1,124,100368
20160121:0800,10.7,96.1,56,186,37,353.4,1.17,101,100407
20160121:0900,12.09,93.75,156,130.28,121,357,0.76,91,100457
20160121:1000,13.72,85.2,325,397.2,165,352.8,0.62,115,100535
20160121:1100,14.47,80.9,331,173.54,245,366.2,0.41,192,100594
20160121:1200,14.58,82.2,297,68.46,260,367.8,0.76,262,100555
20160121:1300,14.23,87.35,226,13.09,219,364.6,0.48,339,100525
20160121:1400,14.55,86.55,291,117.09,235,362.8,0.34,245,100496
20160121:1500,14.52,87.2,119,2.66,118,367.4,0.07,279,100466
20160121:1600,14.62,85,92,21.47,87,356.8,0.34,27,100506
20160121:1700,14.43,86.85,23,82.69,18,360,0.69,30,100555
20160121:1800,13.68,89.95,0,0,0,347.8,1.31,45,100604
20160121:1900,13.57,92.05,0,0,0,357.8,1.31,38,100692
20160121:2000,13.18,93.05,0,0,0,359.2,1.52,71,100702
20160121:2100,12.75,93.6,0,0,0,352,1.59,87,100741
20160121:2200,11.57,95.15,0,0,0,314.2,1.72,95,100771
20160121:2300,10.71,96.15,0,0,0,316.6,1.66,97,100830
20160122:0000,10.3,96.65,0,0,0,328.2,1.45,94,100830
20160122:0100,9.97,96.65,0,0,0,326.85,1.45,87,100830
20160122:0200,9.96,95.7,0,0,0,327,1.59,82,100791
20160122:0300,9.75,94.75,0,0,0,314.4,1.86,80,100810
20160122:0400,9.06,94.8,0,0,0,294.8,1.93,78,100800
20160122:0500,8.44,95.15,0,0,0,295,1.93,76,100869
20160122:0600,8.07,94.95,0,0,0,293.6,2,79,100869
20160122:0700,8.24,94.3,0,0,0,300.8,2,77,100909
20160122:0800,8.34,94.3,43,57.71,37,304.8,1.79,78,100948
20160122:0900,10.63,92.65,209,395.08,102,300.2,1.31,71,100997
20160122:1000,14.28,79.05,385,710.44,97,303,1.31,60,101115
20160122:1100,16.11,71.7,509,854.65,83,312.4,1.03,46,101144
20160122:1200,17.21,68,547,798.23,113,328.8,0.97,3,101125
20160122:1300,17.95,65.6,496,587.31,180,332,1.38,351,101056
20160122:1400,18.5,63.4,472,751.23,110,336.6,1.66,3,101007
20160122:1500,18.82,61.6,369,791.53,69,331,1.86,13,100977
20160122:1600,18.74,61.35,205,630.11,56,333.2,2,19,100987
20160122:1700,17.92,65.2,30,156.35,20,332.4,1.79,16,100987
20160122:1800,16.15,71.35,0,0,0,316.4,2.07,24,101046
20160122:1900,15.03,77.8,0,0,0,323.2,2.07,33,101105
20160122:2000,13.92,81.85,0,0,0,315.6,2.07,54,101164
20160122:2100,12.94,85.6,0,0,0,315,2.14,74,101193
20160122:2200,12.07,88.55,0,0,0,310.8,2.07,86,101184
20160122:2300,11.44,91,0,0,0,315.8,2,87,101193
20160123:0000,10.91,93.25,0,0,0,316,1.93,85,101164
20160123:0100,10.59,94.45,0,0,0,316.85,2,88,101154
20160123:0200,10.63,94.7,0,0,0,325.6,1.93,90,101115
20160123:0300,10.58,94.65,0,0,0,320.2,2,90,101125
20160123:0400,10.43,94.65,0,0,0,313.2,2.07,94,101076
20160123:0500,10.38,94.45,0,0,0,317.6,2,93,101095
20160123:0600,10.38,93.7,0,0,0,320.6,1.93,88,101085
20160123:0700,10.87,92.7,0,0,0,325.8,1.59,82,101154
20160123:0800,10.83,92.15,76,472.14,26,330,1.38,64,101174
20160123:0900,12.34,90.15,214,413.74,101,322.4,1.1,53,101252
20160123:1000,15.36,75.3,395,754.84,87,312.4,1.03,47,101341
20160123:1100,17.36,67.1,506,823.62,93,308.8,0.9,42,101360
20160123:1200,18.93,61.45,570,895.82,80,316,0.9,38,101331
20160123:1300,20.12,57.15,560,875.25,86,318.8,0.83,43,101223
20160123:1400,20.94,54.1,484,799.13,96,322,0.69,45,101144
20160123:1500,21.26,52.45,345,606.19,113,327.2,0.62,49,101105
20160123:1600,21.04,52.95,173,328.99,94,332,0.48,54,101085
20160123:1700,20.06,61.55,31,133.37,22,328.4,0.34,2,101125
20160123:1800,18.5,63.5,0,0,0,319.2,0.41,81,101164
20160123:1900,15.44,78.6,0,0,0,317.6,1.38,118,101243
20160123:2000,13.54,84.25,0,0,0,314.4,1.93,129,101243
20160123:2100,12.78,84.7,0,0,0,317.8,2.14,131,101282
20160123:2200,12.19,84.25,0,0,0,313.2,2.21,123,101262
20160123:2300,11.82,83.4,0,0,0,314.8,2.07,114,101262
20160124:0000,11.28,84.4,0,0,0,310.2,1.93,106,101243
20160124:0100,11.36,82.55,0,0,0,313.45,1.59,101,101213
20160124:0200,11.63,79.6,0,0,0,306.6,1.31,91,101193
20160124:0300,11.41,79.95,0,0,0,308.8,1.31,82,101184
20160124:0400,10.82,81.65,0,0,0,301.4,1.31,74,101134
20160124:0500,10.39,83.35,0,0,0,305.4,1.38,77,101144
20160124:0600,9.97,84.55,0,0,0,302.2,1.45,88,101144
20160124:0700,9.15,89.3,0,0,0,307.6,1.66,92,101193
20160124:0800,8.86,90.5,74,407.69,30,301.6,1.72,93,101184
20160124:0900,11.37,87,249,675.12,63,301,1.24,96,101262
20160124:1000,15.69,67.75,402,786.31,79,310.2,0.97,99,101311
20160124:1100,17.81,60.55,527,923.65,61,309.8,0.41,120,101351
20160124:1200,19.22,56.85,567,863.09,92,312.4,0.34,255,101272
20160124:1300,20.14,54.6,558,843.82,98,321,0.76,272,101193
20160124:1400,20.44,53.8,416,453.76,194,328.4,0.69,279,101105
20160124:1500,20.63,53.25,264,212.17,182,329.6,0.41,275,101066
20160124:1600,20.48,53.7,181,365,92,329.8,0.48,285,101066
20160124:1700,19.55,59.85,29,98.53,22,325.8,0.76,300,101076
20160124:1800,17.9,65.6,0,0,0,311.2,0.28,312,101115
20160124:1900,15.76,75.1,0,0,0,308.8,0.9,172,101174
20160124:2000,13.52,83.75,0,0,0,305.4,1.31,151,101144
20160124:2100,11.95,88.25,0,0,0,303.4,1.59,146,101164
20160124:2200,10.8,90.65,0,0,0,296.6,1.79,135,101184
20160124:2300,9.98,91.45,0,0,0,292.6,2,127,101184
20160125:0000,9.66,90.6,0,0,0,292.2,2.21,126,101144
20160125:0100,9.52,89.55,0,0,0,297,2.14,123,101085
20160125:0200,9.92,86.3,0,0,0,298.6,1.45,113,101066
20160125:0300,11.71,77.6,0,0,0,303.2,0.62,78,101056
20160125:0400,11.28,79.6,0,0,0,304.6,0.62,21,101076
20160125:0500,10.99,81.05,0,0,0,306,0.83,72,101085
20160125:0600,8.63,89.75,0,0,0,302.4,1.72,112,101134
20160125:0700,10.42,83.65,0,0,0,310,0.97,75,101184
20160125:0800,8.9,90,68,281.69,37,306.4,1.52,105,101203
20160125:0900,10.88,88.1,263,794.99,42,307.2,1.45,120,101203
20160125:1000,14.59,70.7,424,923.56,42,308,1.03,125,101233
20160125:1100,16.68,61.7,533,941.52,55,303.6,0.14,109,101223
20160125:1200,18.14,56.15,577,897.44,80,315.2,0.55,318,101203
20160125:1300,18.94,54.25,510,603.14,179,328.2,1.03,298,101134
20160125:1400,19.22,54.25,385,326.56,224,326.6,1.52,286,101115
20160125:1500,19.14,55.15,246,153.73,186,328.6,1.79,279,101085
20160125:1600,18.75,57.25,182,351.4,95,323,1.72,275,101095
20160125:1700,17.76,63.75,20,13.4,19,320.2,1.38,279,101115
20160125:1800,16.01,72.65,0,0,0,311.8,1.31,283,101154
20160125:1900,13.83,82.95,0,0,0,309,1.24,267,101223
20160125:2000,13.85,80.4,0,0,0,298.8,0.83,257,101233
20160125:2100,13.61,81,0,0,0,303,0.48,210,101282
20160125:2200,12.92,83.7,0,0,0,300,0.55,196,101301
20160125:2300,12.41,85.7,0,0,0,303.6,0.62,192,101331
20160126:0000,12.19,86.3,0,0,0,306,0.69,178,101321
20160126:0100,11.4,88.25,0,0,0,316.45,0.97,155,101311
20160126:0200,11.51,87.15,0,0,0,310,0.9,200,101262
20160126:0300,11.16,88.95,0,0,0,310,0.97,279,101292
20160126:0400,9.39,95.15,0,0,0,313.4,1.45,274,101272
20160126:0500,9.39,96.4,0,0,0,316.8,1.17,241,101213
20160126:0600,10.16,94.95,0,0,0,314.2,0.76,219,101243
20160126:0700,9.34,96.9,0,0,0,320.6,0.9,200,101282
20160126:0800,9.04,97.45,65,222.67,40,324.8,1.1,194,101321
20160126:0900,10.67,94.5,225,445.52,100,323.8,1.24,202,101360
20160126:1000,11.98,87.55,384,638.58,118,347.8,1.52,216,101390
20160126:1100,13.28,77.65,526,876.81,78,334.6,1.59,225,101390
20160126:1200,14.22,70.6,563,802.06,116,336.6,1.86,236,101351
20160126:1300,14.78,65.45,381,191.85,275,335.8,2.07,247,101272
20160126:1400,15.06,62.6,459,607.82,157,331.2,2.21,258,101193
20160126:1500,14.93,61.5,326,441.47,152,320.2,2.21,266,101184
20160126:1600,14.52,63.05,194,413.74,90,329.2,1.86,268,101144
20160126:1700,13.98,66.7,29,51.11,25,324,1.24,268,101164
20160126:1800,13.03,72.15,0,0,0,307.8,1.17,265,101203
20160126:1900,12.47,77,0,0,0,311.6,0.55,154,101243
20160126:2000,10.71,85.8,0,0,0,299.4,1.17,176,101233
20160126:2100,9.71,90.15,0,0,0,306.8,1.52,185,101243
20160126:2200,9.34,90.45,0,0,0,302.2,1.38,176,101223
20160126:2300,8.98,90.5,0,0,0,292.8,1.38,144,101252
20160127:0000,8.04,92.85,0,0,0,291.8,1.59,121,101223
20160127:0100,7.37,93.75,0,0,0,281.6,1.52,118,101193
20160127:0200,7.12,93.55,0,0,0,282.8,1.38,116,101184
20160127:0300,6.48,94.15,0,0,0,272.8,1.45,100,101134
20160127:0400,5.76,95.65,0,0,0,276.4,1.52,87,101105
20160127:0500,5.26,95.7,0,0,0,271,1.66,81,101095
20160127:0600,4.96,95.15,0,0,0,268,1.79,78,101105
20160127:0700,4.57,96.45,0,0,0,278.6,1.66,76,101164
20160127:0800,4.85,96.75,80,418.86,32,284.6,1.59,76,101164
20160127:0900,8.3,91,255,670.79,65,299.2,1.38,63,101223
20160127:1000,10.88,81.6,414,805.58,76,288.8,1.59,54,101252
20160127:1100,12.54,75.25,518,812.79,100,298,1.72,47,101233
20160127:1200,14.05,67.3,573,834.36,105,290.2,1.79,43,101174
20160127:1300,15.04,60.8,570,848.47,98,298.6,1.52,39,101085
20160127:1400,15.64,57.1,504,820.78,93,308.4,1.38,26,101007
20160127:1500,15.73,55.9,386,773.79,78,312.4,1.45,15,100948
20160127:1600,15.61,56,229,701.45,50,324.6,1.59,3,100938
20160127:1700,14.79,60.9,48,305.18,23,291,1.59,351,100967
20160127:1800,13.18,67.65,0,0,0,284,1.86,2,100977
20160127:1900,12.12,75.1,0,0,0,291.8,1.66,27,101036
20160127:2000,11.02,81.2,0,0,0,301.2,1.31,55,101056
20160127:2100,10.72,80.3,0,0,0,298.4,1.1,97,101085
20160127:2200,9.24,85.85,0,0,0,288.4,1.45,134,101105
20160127:2300,7.86,90.1,0,0,0,281.6,1.66,140,101105
20160128:0000,7.07,92.1,0,0,0,280,1.59,134,101095
20160128:0100,6.57,93.15,0,0,0,281.6,1.52,125,101056
20160128:0200,6.05,95.3,0,0,0,288.8,1.45,114,101036
20160128:0300,5.65,95.7,0,0,0,283.6,1.45,114,101007
20160128:0400,5.46,95.9,0,0,0,286.8,1.52,114,101017
20160128:0500,5.38,96.2,0,0,0,289,1.52,115,101017
20160128:0600,5.49,95.15,0,0,0,289.6,1.59,115,101056
20160128:0700,6.17,97.85,0,0,0,315.2,1.72,110,101115
20160128:0800,6.55,97,52,76.91,43,313.8,1.38,108,101134
20160128:0900,8.25,91.6,170,136.35,131,318,0.9,106,101203
20160128:1000,10.62,81.45,289,205.83,202,319.6,0.41,80,101243
20160128:1100,12.22,74.85,319,119.76,257,317.2,0.41,328,101272
20160128:1200,13.22,72.85,378,168.27,283,317.8,0.97,14,101223
20160128:1300,13.23,73.7,235,12.5,228,338.8,1.52,348,101184
20160128:1400,13.39,74,279,73.31,242,336.4,1.79,343,101076
20160128:1500,14.13,68.5,230,97.02,191,327,1.59,346,101056
20160128:1600,14.17,65.8,153,146.69,115,322,1.52,347,101056
20160128:1700,13.67,68.5,38,105.14,29,322.4,1.24,337,101095
20160128:1800,12.71,72.95,0,0,0,321.6,1.38,337,101134
20160128:1900,11.97,82.7,0,0,0,332.8,1.1,309,101174
20160128:2000,11.85,81.7,0,0,0,336.8,0.69,311,101203
20160128:2100,11.64,80.1,0,0,0,310,0.62,309,101213
20160128:2200,11.27,80.35,0,0,0,310.8,0.76,327,101243
20160128:2300,11.15,78.85,0,0,0,301.8,0.76,341,101243
20160129:0000,10.93,78.4,0,0,0,299.4,0.69,12,101223
20160129:0100,10.26,80.2,0,0,0,301.2,0.97,15,101184
20160129:0200,8.83,84.95,0,0,0,294,1.24,13,101184
20160129:0300,8.57,85.35,0,0,0,297.6,1.17,17,101164
20160129:0400,8.27,85.5,0,0,0,281.2,1.17,28,101164
20160129:0500,8.38,84.6,0,0,0,272.2,1.1,51,101134
20160129:0600,7.45,87.3,0,0,0,273.4,1.24,70,101144
20160129:0700,5.01,98.1,0,0,0,275.8,1.52,98,101134
20160129:0800,4.76,98.85,81,376.46,36,278,1.31,98,101193
20160129:0900,7.63,94.75,234,460.39,101,281.2,0.76,92,101184
20160129:1000,10.53,84.35,410,734.94,97,300,0.69,42,101243
20160129:1100,12.61,74.5,529,832.71,95,288.6,1.31,18,101252
20160129:1200,14.04,66.65,546,675.68,162,294.2,1.52,6,101213
20160129:1300,14.73,60.85,510,544.28,203,299.2,1.45,351,101144
20160129:1400,15.13,57.4,279,68.81,244,310.2,1.52,339,101076
20160129:1500,15.09,56.55,232,98.53,192,301.2,1.79,342,101046
20160129:1600,14.85,56.6,138,87.48,115,309.2,1.79,346,101046
20160129:1700,14.25,59.85,12,0,12,303.2,1.45,344,101076
20160129:1800,12.98,65.15,0,0,0,307,1.79,2,101154
20160129:1900,11.08,74.45,0,0,0,303.8,2,36,101213
20160129:2000,10.2,79.7,0,0,0,301.4,1.72,63,101233
20160129:2100,9.12,86.7,0,0,0,292.4,1.31,71,101272
20160129:2200,8.09,90.5,0,0,0,284.6,1.17,57,101292
20160129:2300,7.33,92.55,0,0,0,291.4,1.24,56,101331
20160130:0000,6.31,94.2,0,0,0,274.6,1.45,73,101311
20160130:0100,5.56,95.2,0,0,0,269.6,1.52,81,101311
20160130:0200,5.32,95.1,0,0,0,268.8,1.38,76,101292
20160130:0300,5,95.45,0,0,0,273.6,1.38,71,101331
20160130:0400,4.43,96.25,0,0,0,272,1.59,76,101341
20160130:0500,3.96,96.45,0,0,0,266.8,1.66,81,101380
20160130:0600,3.65,96.4,0,0,0,265.2,1.72,84,101370
20160130:0700,3.86,95.85,0,0,0,264.6,1.86,79,101439
20160130:0800,3.93,95.6,87,433.9,34,261,1.72,73,101557
20160130:0900,7.33,92.35,260,640.76,73,261.8,1.24,67,101616
20160130:1000,11.39,77.25,423,796.89,81,268.6,1.45,49,101675
20160130:1100,13.24,70.6,530,817.51,101,275.2,1.66,21,101704
20160130:1200,14.6,64.6,586,838.98,106,283,1.79,11,101704
20160130:1300,15.59,59.55,584,853.86,99,289,1.79,5,101645
20160130:1400,16.16,56.85,521,842.58,89,294,2.28,352,101596
20160130:1500,16.24,55.75,402,797.59,75,297.4,1.86,357,101547
20160130:1600,16.12,55.6,234,637.07,64,295.8,1.59,358,101527
20160130:1700,15.46,59.5,55,268.7,30,293.4,1.31,351,101586
20160130:1800,13.95,71.05,0,0,0,288.6,0.9,353,101616
20160130:1900,12.42,74.6,0,0,0,285.8,1.03,39,101675
20160130:2000,11.71,75.9,0,0,0,282.8,1.17,101,101714
20160130:2100,9.65,84.05,0,0,0,290.8,1.72,132,101724
20160130:2200,8.59,87.9,0,0,0,292.6,1.86,145,101734
20160130:2300,8.49,87.05,0,0,0,289.8,1.52,152,101694
20160131:0000,10.9,76,0,0,0,287.8,0.62,154,101685
20160131:0100,10.8,76.45,0,0,0,282.2,0.55,5,101675
20160131:0200,9.4,81.75,0,0,0,273.8,1.17,21,101675
20160131:0300,7.32,88.2,0,0,0,271.4,1.52,43,101645
20160131:0400,6.17,91.45,0,0,0,269.8,1.79,50,101645
20160131:0500,5.56,93,0,0,0,267.8,1.86,58,101596
20160131:0600,5.3,93.45,0,0,0,265.2,1.79,60,101577
20160131:0700,4.76,94.5,0,0,0,265.4,1.93,59,101616
20160131:0800,4.65,95,88,424.49,35,265,1.93,56,101665
20160131:0900,8.18,90.05,270,705.35,62,269.6,1.72,42,101704
20160131:1000,11.89,73.05,424,783.75,85,278.4,2.28,44,101724
20160131:1100,13.56,64.25,528,787.26,112,289.8,2.21,39,101685
20160131:1200,14.86,58.45,577,777.79,129,296.8,2.62,18,101626
20160131:1300,15.7,55.9,582,823.38,111,301.8,3.1,18,101537
20160131:1400,16.33,54,508,750.79,120,304.6,2.97,26,101429
20160131:1500,16.78,52.65,411,828.41,68,306.8,2.69,31,101360
20160131:1600,14.5,58.65,226,528.08,83,291.58,1.59,31,101331
20160131:1700,14.34,61.49,54,216.96,33,297.43,2,19,101351
20160131:1800,14.18,64.33,0,0,0,303.28,2.42,25,101360
20160131:1900,14.02,67.17,0,0,0,309.13,2.84,44,101410
20160131:2000,13.87,70.01,0,0,0,314.98,3.25,53,101419
20160131:2100,13.71,72.85,0,0,0,320.83,3.67,56,101419
20160131:2200,13.55,75.69,0,0,0,326.68,4.09,57,101429
20160131:2300,13.39,78.52,0,0,0,332.53,4.5,58,101410
20190201:0000,13.23,81.36,0,0,0,338.38,4.92,227,98855
20190201:0100,13.08,84.2,0,0,0,344.23,5.34,224,98767
20190201:0200,12.92,87.04,0,0,0,350.08,5.75,227,98649
20190201:0300,12.76,89.88,0,0,0,355.93,6.17,233,98560
20190201:0400,12.6,92.72,0,0,0,361.78,6.59,238,98433
20190201:0500,12.44,95.56,0,0,0,367.63,7,248,98344
20190201:0600,12.29,98.4,0,0,0,373.48,7.42,261,98384
20190201:0700,12.13,100,0,0,0,379.33,7.84,268,98472
20190201:0800,11.07,89.7,97,501.34,33,320.6,3.93,261,98619
20190201:0900,11.24,87.9,274,657.66,78,315.8,3.45,260,98649
20190201:1000,11.89,78.4,317,247.71,209,305.4,5.03,265,98659
20190201:1100,12.54,69.05,230,15.03,222,295.6,5.93,271,98708
20190201:1200,13.37,60.75,170,0,170,293.6,6.21,272,98708
20190201:1300,13.87,56.4,563,668.29,178,305.8,6.28,266,98688
20190201:1400,13.46,58.8,161,0,161,295.4,6.55,260,98600
20190201:1500,13.73,54.95,425,839.44,74,296.4,6.97,259,98619
20190201:1600,13.52,52.3,103,10.92,100,289.4,7.1,259,98619
20190201:1700,12.5,58.05,59,248.59,34,306.6,6.62,261,98678
20190201:1800,11.31,63.45,0,0,0,313,5.72,268,98757
20190201:1900,10.85,64.75,0,0,0,286,5.03,270,98865
20190201:2000,10.32,66.35,0,0,0,287.6,4.76,272,98963
20190201:2100,9.63,68.25,0,0,0,276,4.48,271,99052
20190201:2200,8.99,70,0,0,0,263.8,4.28,266,99189
20190201:2300,8.63,71.5,0,0,0,263.8,4.34,260,99228
20190202:0000,8.38,73.2,0,0,0,265.2,4.21,258,99307
20190202:0100,8.03,75.65,0,0,0,265.6,3.86,255,99337
20190202:0200,7.73,78.35,0,0,0,268.6,3.72,249,99356
20190202:0300,7.52,81.15,0,0,0,269.8,3.86,250,99366
20190202:0400,7.4,82.65,0,0,0,276.2,3.72,258,99415
20190202:0500,7.16,82.3,0,0,0,274.8,3.45,265,99396
20190202:0600,6.87,81.3,0,0,0,273,3.24,270,99464
20190202:0700,6.86,80.65,0,0,0,272.4,3.45,267,99523
20190202:0800,6.9,78.55,102,528.52,33,273.8,3.59,279,99631
20190202:0900,7.68,73.25,288,740.25,65,266.6,3.52,284,99769
20190202:1000,8.9,64.55,447,809.98,91,265.2,4.48,298,99847
20190202:1100,10.02,57.1,547,776.22,131,271.8,4.55,303,99926
20190202:1200,10.78,51.55,605,798.05,139,280.2,4.62,308,99965
20190202:1300,11.63,45.8,637,977.21,70,262.8,4.76,308,99965
20190202:1400,12.13,41.45,527,738.93,139,270.4,4.9,309,99946
20190202:1500,12.34,38.35,419,753.1,101,264.6,4.97,314,99995
20190202:1600,12.07,37.15,242,545.28,90,261.8,4.69,318,100034
20190202:1700,11.43,37.75,75,450.38,28,262.4,3.79,321,100083
20190202:1800,10.06,39.55,0,0,0,254.4,3.24,320,100162
20190202:1900,9.28,41,0,0,0,254.6,3.17,321,100280
20190202:2000,8.3,44.5,0,0,0,250.8,2.76,325,100349
20190202:2100,7.27,49.25,0,0,0,247.6,2.28,320,100427
20190202:2200,5.94,57.8,0,0,0,245.2,1.93,317,100486
20190202:2300,4.71,64.6,0,0,0,242.8,1.79,311,100516
20190203:0000,3.9,66.5,0,0,0,241.6,1.79,302,100574
20190203:0100,3.65,67.1,0,0,0,240.4,1.66,289,100673
20190203:0200,3.42,68.5,0,0,0,239.6,1.52,276,100673
20190203:0300,3.46,69.15,0,0,0,238.6,1.38,272,100692
20190203:0400,2.69,74.35,0,0,0,238,1.52,273,100712
20190203:0500,3.12,73.05,0,0,0,237.6,1.24,290,100722
20190203:0600,4.03,69.65,0,0,0,236.8,0.97,316,100732
20190203:0700,4.88,66.2,0,0,0,237,0.55,9,100800
20190203:0800,4.31,69.3,105,524.19,35,237,1.17,42,100869
20190203:0900,4.84,77.6,293,745.34,66,239.6,1.31,55,100928
20190203:1000,7.69,61.6,458,848.52,82,243.8,2.21,46,100948
20190203:1100,9.09,56.8,581,924.43,82,248.2,2.14,46,100967
20190203:1200,10.4,51.8,645,967.72,76,253.4,1.86,46,100948
20190203:1300,11.42,46.85,644,982.22,70,257.8,1.72,31,100899
20190203:1400,12.03,43.2,561,884.22,93,260.4,1.72,23,100830
20190203:1500,12.29,41.1,434,818.47,85,261.6,1.72,16,100810
20190203:1600,12.17,40.7,267,721.44,63,261.4,1.79,12,100810
20190203:1700,11.62,43.5,74,379.06,33,260,1.38,2,100859
